CELL_LINE_NAME,COSMIC_ID,DRUG_ID,DRUGID_COSMICID,FOLD_DILUTION,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,drug_name,CCL_name,dif_first,dif_last,logLogist_3_param_r2,logLogist_3_param
ES8,949155,104,104_949155,2,0.02,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.957242796,0.712672406,0.79905327,0.348085358,0.074732899,0.025362278,0.021115072,0.018260496,0.019243528,Bortezomib,ES8,0.042757204,0.0009830319999999,0.9689067469663669,[-4.03148661e-01 -4.08628520e+00  1.58662849e-03]
NAMALWA,908159,252,252_908159,2,1.28,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.979816558,0.988372208,0.99137278,0.976787855,0.842863202,0.280170155,0.035023394,0.020742545,0.015431264,WZ3105,NAMALWA,0.0201834419999999,0.005311281,0.9996659278979677,[-0.20286146 -7.14266537  0.01965489]
GT3TKB,907041,170,170_907041,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.985472701,0.989449904,0.888981454,0.286965554,0.033360355,0.023588806,0.012621852,0.027300007,0.036183817,Shikonin,GT3TKB,0.014527299,0.0088838099999999,0.9997260574527875,[ -0.38898584 -10.05490293   0.02383355]
NCI-H510A,753605,200,200_753605,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.997694923,0.902208458,0.77796752,0.354615395,0.086183471,0.007510686,0.012219668,0.013918534,0.012545265,Dacinostat,NCI-H510A,0.002305077,0.0013732689999999,0.9984346706150824,[-0.39118574 -5.64939618  0.00770182]
JM1,1327768,87,87_1327768,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.970757683,0.956679955,0.951426075,0.80480613,0.370469051,0.135942298,0.11048149,0.126021356,0.119089453,GW843682X,JM1,0.029242317,0.006931903,0.9981372926242603,[-0.29264056 -6.56428598  0.11505924]
MV-4-11,908156,180,180_908156,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.955576695,0.877491984,0.731748062,0.253719201,0.018177144,0.005245217,0.03800594,0.002796242,-0.003892356,Thapsigargin,MV-4-11,0.044423305,0.006688598,0.9949506954755138,[-4.16502495e-01 -6.22786583e+00  2.19816466e-03]
ALL-SIL,1295740,152,152_1295740,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.975050458,0.927487187,0.811617928,0.69622263,0.414302909,0.15206089,0.022379882,0.007352565,0.009175916,CP466722,ALL-SIL,0.0249495419999999,0.0018233509999999,0.998259503186953,[-0.2847162  -3.28348343 -0.00382479]
AN3-CA,910781,155,155_910781,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.977813854,0.797713325,0.631295574,0.537362918,0.281634996,0.357386427,0.228486059,0.178002563,0.165720037,Ponatinib,AN3-CA,0.022186146,0.012282526,0.9766012740612722,[-0.42501832 -2.73948335  0.19724814]
A2058,906792,201,201_906792,2,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.981793496,0.99201308,0.84149726,0.359048755,0.123066712,0.069718643,0.033951039,0.023408395,0.018299542,Epothilone B,A2058,0.018206504,0.005108853,0.9981285502610597,[-0.38465817 -7.18025343  0.04148466]
JIMT-1,1298157,159,159_1298157,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.990309288,0.860759798,0.993185015,0.919945101,0.539461402,0.356069656,0.263735858,0.150391024,0.142489524,HG6-64-1,JIMT-1,0.009690712,0.0079015,0.9716943043423566,[-0.25027946 -4.35527931  0.17958169]
MDA-MB-453,908122,224,224_908122,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.967317652,0.896448184,0.895689844,0.746948896,0.389007023,0.242068399,0.170748983,0.170979013,0.125046316,AS605240,MDA-MB-453,0.032682348,0.045932697,0.9916730512336138,[-0.30347138 -4.26327605  0.15174183]
NAMALWA,908159,11,11_908159,2,0.1024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.976520689,0.951359749,0.97958806,0.47905586,0.202902936,0.122421605,0.072307553,0.033969962,0.029067022,Paclitaxel,NAMALWA,0.023479311,0.0049029399999999,0.9899602641740229,[-0.35617528 -7.78912979  0.07474837]
OCI-LY7,1659819,1053,1053_1659819,2,4.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.985051544,0.871424764,0.597834921,0.294179056,0.112387259,0.050036953,0.042312502,0.021883865,0.026102984,MK-2206,OCI-LY7,0.014948456,0.004219119,0.9996595527840038,[-0.43902992 -4.56960191  0.03215765]
OCI-LY7,1659819,1149,1149_1659819,2,5.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965809792,0.91977343,0.973170528,0.251608276,0.037884962,0.022897747,0.033947592,0.042938002,0.040561854,TW 37,OCI-LY7,0.034190208,0.002376148,0.9960056459584082,[ -0.38127434 -15.62730466   0.03526527]
NAMALWA,908159,170,170_908159,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968977514,0.972477155,0.945862313,0.995440319,0.939893815,0.012028837,0.003757467,0.002610913,0.004307032,Shikonin,NAMALWA,0.031022486,0.0016961189999999,0.997911359849627,[-2.22816180e-01 -2.01906705e+01  3.54311086e-03]
JIMT-1,1298157,1031,1031_1298157,2,0.2,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.95991281,0.979390237,0.943885761,0.773413567,0.613709085,0.323650972,0.154958302,0.024978234,0.062099225,Elesclomol,JIMT-1,0.04008719,0.037120991,0.9966889245392913,[-0.22957648 -3.12782267  0.04671918]
CAL-148,924106,272,272_924106,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962253193,0.935871015,0.891681493,0.705546607,0.341339335,0.026487815,0.002971583,0.002918258,0.002113158,AR-42,CAL-148,0.0377468069999999,0.0008051,0.9969558526197863,[-0.29522239 -4.76067918 -0.0100991 ]
CAL-148,924106,200,200_924106,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.963519983,0.893570542,0.840761839,0.705256719,0.297761771,0.054308784,0.010934267,0.008216081,0.006970703,Dacinostat,CAL-148,0.036480017,0.001245378,0.9935111208833384,[-3.04415909e-01 -4.30271071e+00 -4.24559005e-03]
NB13,949177,170,170_949177,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.961364602,0.884154751,0.748964092,0.047005535,0.010279463,0.008670924,0.006820437,0.006398279,0.006256447,Shikonin,NB13,0.038635398,0.0001418319999999,0.9928116920553469,[-4.39516272e-01 -1.27583230e+01  5.13322060e-03]
KGN,924186,86,86_924186,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.990231088,0.919552391,0.799069673,0.832173955,0.643970538,0.558791021,0.314469972,0.127622053,0.101650705,A-443654,KGN,0.0097689119999999,0.025971348,0.989120864097746,[-0.18629212 -1.89106838  0.08133464]
NCI-H747,908457,194,194_908457,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.964252089,0.932919611,0.976242061,0.929066718,0.229294345,0.134233052,0.118653072,0.146843266,0.170650692,Luminespib,NCI-H747,0.0357479109999999,0.0238074259999999,0.9951964896092693,[ -0.29757673 -14.22109372   0.14243785]
KURAMOCHI,909975,173,173_909975,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.983630044,0.862876857,0.812764017,0.438874728,0.469852706,0.191435564,0.121808816,0.156602535,0.121994128,FH535,KURAMOCHI,0.016369956,0.0346084069999999,0.9723134975730392,[-0.354764   -3.02001062  0.12757021]
ES3,684055,344,344_684055,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.981703508,0.998919677,0.982638174,0.710990933,0.522069839,0.053619077,0.015739278,0.005122132,0.003710739,THZ-2-49,ES3,0.018296492,0.001411393,0.990487086586878,[-0.26526709 -4.71184111 -0.00791146]
LXF-289,753592,273,273_753592,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.983938963,0.973603354,0.949270384,0.961457427,0.850710871,0.605909186,0.238125735,0.055652543,0.033422407,CUDC-101,LXF-289,0.0160610369999999,0.0222301359999999,0.9987370074856273,[-0.15835954 -3.51488487  0.03490825]
OVTOKO,1298365,274,274_1298365,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.985843918,0.861654486,0.81037513,0.691307575,0.592955659,0.36101475,0.220246878,0.104155272,0.055863463,Belinostat,OVTOKO,0.0141560819999999,0.0482918089999999,0.9961712798099759,[-0.24067889 -2.03755055  0.05982986]
JM1,1327768,170,170_1327768,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.990266178,0.744677551,0.044339056,0.01265695,0.005747291,0.017425052,0.006901754,0.008908274,0.007476132,Shikonin,JM1,0.0097338219999999,0.001432142,0.9999087724430188,[-6.05294951e-01 -1.38665023e+01  9.67287338e-03]
TT2609-C02,1240223,274,274_1240223,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962544225,0.888409196,0.731706862,0.357056333,0.200940466,0.077219396,0.053241133,0.038435119,0.014510648,Belinostat,TT2609-C02,0.0374557749999999,0.0239244709999999,0.9966714937707412,[-0.39697986 -4.23325758  0.03990901]
H2373,1290809,276,276_1290809,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971901956,0.932813769,0.926188258,0.869068323,0.8590384,0.511004123,0.153047584,0.041417763,0.021771101,CAY10603,H2373,0.028098044,0.019646662,0.9908494168763983,[-0.1745765  -3.56782397  0.01857774]
ECC10,906848,178,178_906848,2,8.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968508861,0.926140866,0.960422098,0.760712266,0.698477413,0.495996841,0.287025499,0.180731728,0.14447182,BAY-61-3606,ECC10,0.031491139,0.036259908,0.9924925098153106,[-0.20672314 -2.40656486  0.1459385 ]
SK-CO-1,909718,1060,1060_909718,2,0.25,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.995659202,0.970177892,0.577789215,0.438170722,0.420822715,0.300669478,0.204647596,0.166455603,0.12136517,PD0325901,SK-CO-1,0.0043407979999999,0.045090433,0.9559882842427465,[-0.41289325 -3.18712373  0.1874534 ]
Sci-1,1331031,245,245_1331031,2,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968074094,0.980798255,0.889005763,0.805001423,0.646150627,0.406845671,0.167865588,0.005262664,0.001021765,UNC0638,Sci-1,0.031925906,0.004240899,0.9990550950843153,[-0.20173188 -2.5873581  -0.00874793]
ML-2,908141,257,257_908141,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.953995816,0.896720387,0.841523471,0.641278857,0.226067931,0.191484042,0.210979324,0.210340072,0.160879399,NPK76-II-72-1,ML-2,0.0460041839999999,0.0494606729999999,0.9843536105895813,[-0.3542677  -5.50800371  0.1796278 ]
Hs-445,1322218,200,200_1322218,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.999255468,0.902257834,0.821783808,0.372694689,0.256163014,0.094087151,0.089734505,0.043103625,0.010314865,Dacinostat,Hs-445,0.000744532,0.03278876,0.9882549252104308,[-0.37882983 -4.57720576  0.05792018]
NCI-H220,1330974,273,273_1330974,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.974995684,0.949297614,0.870443147,0.769695665,0.484584335,0.157597872,0.019413557,0.013491173,0.015335118,CUDC-101,NCI-H220,0.0250043159999999,0.0018439449999999,0.9979631488914367,[-2.63768336e-01 -3.81243429e+00  1.72813114e-03]
HCC1806,907047,180,180_907047,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962208939,0.581183027,0.326272125,0.125990458,0.206488221,0.198844407,0.239622861,0.142648902,0.154489683,Thapsigargin,HCC1806,0.0377910609999999,0.0118407809999999,0.9857453844194557,[-0.64710025 -6.37600077  0.18003843]
PANC-10-05,925348,276,276_925348,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.966281743,0.909399248,0.833543518,0.717120468,0.514127046,0.253839129,0.191621907,0.181752529,0.157545572,CAY10603,PANC-10-05,0.0337182569999999,0.024206957,0.995743456717812,[-0.29323717 -3.14527516  0.15733573]
BV-173,910710,55,55_910710,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.994171206,0.953072729,0.828101753,0.750268763,0.499568954,0.312168162,0.243970012,0.200860162,0.19848243,A-770041,BV-173,0.005828794,0.002377732,0.9969885795238965,[-0.29419568 -3.31341253  0.20082579]
ES3,684055,273,273_684055,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988320209,0.939951172,0.870720223,0.742710962,0.528219929,0.216100695,0.040121085,0.016876677,0.011043292,CUDC-101,ES3,0.011679791,0.005833385,0.99877540255295,[-2.54510056e-01 -3.28464769e+00  1.31049049e-03]
ONS-76,909248,104,104_909248,2,0.02,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.956496467,0.949479056,0.420587982,0.509171881,0.127974875,0.014373557,0.009704824,0.010339072,0.007919587,Bortezomib,ONS-76,0.0435035329999999,0.0024194849999999,0.9531730980129235,[-4.14796943e-01 -3.42293309e+00 -8.39366047e-04]
CA46,910703,159,159_910703,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.983847523,0.925932455,0.813645066,0.599079428,0.428420299,0.314944148,0.242714505,0.161382005,0.115806521,HG6-64-1,CA46,0.016152477,0.045575484,0.9930289650586419,[-0.32238463 -2.86729581  0.16120199]
LU-135,713899,194,194_713899,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.994934492,0.886891027,0.887982405,0.893193514,0.197880598,0.040144338,0.042435354,0.026682063,0.035301898,Luminespib,LU-135,0.005065508,0.008619835,0.9870883260243802,[ -0.29420315 -11.02609685   0.03469149]
EW-16,949165,201,201_949165,2,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.989370671,0.787677063,0.783325685,0.449805849,0.322514991,0.241362852,0.094323665,0.040273347,0.031625787,Epothilone B,EW-16,0.010629329,0.0086475599999999,0.9835947474531515,[-0.35276373 -2.61102432  0.04809389]
TK,1331045,274,274_1331045,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.97298885,0.626130718,0.39215337,0.304101068,0.154177945,0.021157683,0.014004746,0.013188779,0.028879713,Belinostat,TK,0.0270111499999999,0.015690934,0.9839516130123696,[-0.52091378 -3.14764899  0.02201468]
JURL-MK1,1327771,308,308_1327771,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.977923533,0.932959666,0.811823935,0.458639383,0.152615601,0.018702126,0.013259219,0.012586064,0.00832201,WIKI4,JURL-MK1,0.0220764669999999,0.004264054,0.999469778650221,[-0.36368803 -5.06879803  0.00716969]
JURL-MK1,1327771,180,180_1327771,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.980066649,0.912686564,0.571177918,0.374237618,0.378556825,0.228908471,0.228490373,0.142952712,0.159835431,Thapsigargin,JURL-MK1,0.019933351,0.0168827189999999,0.9746208347573494,[-0.46022928 -4.07145558  0.20201007]
ES3,684055,274,274_684055,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.969050646,0.836030672,0.67222854,0.338612625,0.168357996,0.066073206,0.025769488,0.018665357,0.022553478,Belinostat,ES3,0.0309493539999999,0.0038881209999999,0.9985012002942205,[-0.41339629 -3.85415153  0.02334932]
HCC1806,907047,272,272_907047,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.964497936,0.922180618,0.914979223,0.791361479,0.653323041,0.545277332,0.25876539,0.082126706,0.052120206,AR-42,HCC1806,0.035502064,0.0300064999999999,0.9958027822835104,[-0.1830954  -2.11606789  0.03684326]
NCI-SNU-16,908446,268,268_908446,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.986965761,0.916803138,0.745772257,0.389675497,0.186848294,0.076429221,0.033200932,0.023930097,0.021011105,Sepantronium bromide,NCI-SNU-16,0.013034239,0.002918992,0.9987358429569111,[-0.38634666 -4.46861361  0.032626  ]
ONS-76,909248,301,301_909248,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962427713,0.752652264,0.651597122,0.540263941,0.539262234,0.365381005,0.174222294,0.11071317,0.07688331,PHA-793887,ONS-76,0.037572287,0.03382986,0.978788499955916,[-0.30532847 -1.63304434  0.06774718]
HT-144,907067,165,165_907067,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98751295,0.85233081,0.712571965,0.634324741,0.466296397,0.227393856,0.150035579,0.098479164,0.05981123,DMOG,HT-144,0.01248705,0.0386679339999999,0.9935112288045176,[-0.3070206  -2.37300077  0.06967517]
TGW,910780,87,87_910780,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.996086693,0.98888789,0.989219042,0.941764514,0.363015332,0.082696632,0.051301118,0.038627009,0.03218647,GW843682X,TGW,0.003913307,0.0064405389999999,0.9993991588653529,[ -0.27296506 -10.33442587   0.04823462]
PCI-4B,1298531,201,201_1298531,2,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.984651303,0.713519467,0.232692134,0.227243689,0.248316472,0.214589368,0.105247676,0.07265942,0.062864508,Epothilone B,PCI-4B,0.0153486969999999,0.009794912,0.971896795996624,[-0.60576468 -8.72210669  0.15193577]
Hs-445,1322218,328,328_1322218,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988284682,0.723853125,0.480603529,0.214518961,0.068099793,0.028897237,0.016734513,0.011697458,0.01245326,SNX-2112,Hs-445,0.011715318,0.0007558019999999,0.9972958498874572,[-0.49540707 -4.09498349  0.01326737]
KURAMOCHI,909975,273,273_909975,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988354944,0.990960155,0.96730548,0.906607798,0.885236901,0.72493386,0.225530761,0.083465972,0.090786135,CUDC-101,KURAMOCHI,0.0116450559999999,0.007320163,0.9931963158705395,[-0.15129472 -4.33967848  0.07538228]
ONS-76,909248,180,180_909248,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.964263738,0.58907517,0.277094618,0.1169071,0.071790775,0.088753441,0.142676159,0.073398705,0.052438546,Thapsigargin,ONS-76,0.035736262,0.0209601589999999,0.9943021768891881,[-0.61924999 -5.7468017   0.08629815]
Toledo,1331046,235,235_1331046,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.960294364,0.85577761,0.824515958,0.669788833,0.481963698,0.014059807,0.014053582,0.014956198,0.012540921,QL-XII-47,Toledo,0.0397056359999999,0.002415277,0.9786723376353995,[-0.2879709  -3.45112193 -0.01707135]
NCI-H2029,688011,272,272_688011,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.964712094,0.946790897,0.921109911,0.761425113,0.523227352,0.258277339,0.188066229,0.163324208,0.145513261,AR-42,NCI-H2029,0.0352879059999999,0.0178109469999999,0.9980787811975033,[-0.27634546 -3.91863862  0.15429472]
DV-90,753553,272,272_753553,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.973590983,0.956719256,0.907580912,0.843549109,0.56517274,0.262408244,0.087933151,0.058088258,0.052203293,AR-42,DV-90,0.0264090169999999,0.0058849649999999,0.9983855478472301,[-0.24288899 -3.84197324  0.05089805]
SK-MG-1,909729,276,276_909729,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.99414851,0.908590138,0.823746844,0.738559958,0.572054455,0.393213849,0.097957463,0.027564078,0.014332592,CAY10603,SK-MG-1,0.0058514899999999,0.0132314859999999,0.9956252804841632,[-0.22658973 -2.3571329  -0.00359685]
H290,1240139,1031,1031_1240139,2,0.2,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.958870199,0.872137028,0.742737823,0.907072111,0.537491841,0.414910857,0.226708056,0.108432318,0.107121304,Elesclomol,H290,0.0411298009999999,0.0013110139999999,0.9615281226881885,[-0.2305859  -2.18650677  0.08803938]
